"fcluzve","University of Zulia"
"fcmacbr","Mackenzie Presbyterian University"
"fcmacit","University of Macerata"
"fcmaneg","Mansoura University"
"fcmeneg","Minufiya University"
"fcmodit","University of Modena and Reggio Emilia"
"fcmplfr","University of Montpellier"
"fcmpumw","University of Malawi"
"fcmsuin","Maharaja Sayajirao University of Baroda"
"fcmures","University of Murcia"
"fcnaspe","La Selva National Agricultural University"
"fcnaves","University of Navarra"
"fcnswau","UNSW Sydney"
"fcnuszw","National University of Science and Technology"
"fcovies","University of Oviedo"
"fcpalar","Palermo University"
"fcpamar","National University of La Pampa"
"fcpatar","San Juan Bosco National University of Patagonia"
"fcppwca","Frontier Centre for Public Policy"
"fcpsabo","Private University of Santa Cruz de la Sierra"
"fcpuccl","Pontifical Catholic University of Chile"
"fcquico","University of Quindio"
"fcramin","Rama University"
"fcrauuy","University of the Republic"
"fcsacmx","University of La Sierra"
"fcseves","University of Seville"
"fcsgvgi","Government of Gibraltar"
"fcsuruy","University of the Republic"
"fctaneg","Tanta University"
"fctbucn","Chongqing Technology and Business University"
"fctrupe","National University of Trujillo"
"fcuaapy","Autonomous University of Ascuncion"
"fcuaccl","Southern University of Chile"
"fcuadar","Business University of Argentina"
"fcuaiar","Interamerican Open University"
"fcuasro","Andrei Saguna University"
"fcuatmx","Autonomous University of Tamaulipas"
"fcuavmx","Autonomous University of Tamaulipas"
"fcubcca","University of British Columbia"
"fcubues","University of Burgos"
"fcucani","Central-American University"
"fcuccar","Catholic University of Cordoba"
"fcuccie","University College Cork"
"fcucear","University of the Latin-American Education Center"
"fcucluk","University College London (UCL)"
"fcucoco","Catholic University of the East"
"fcucosv","Catholic University of El Salvador"
"fcucppk","University of Central Punjab"
"fcucppt","Catholic Portuguese University"
"fcucsbr","Catholic University of Santos"
"fcuctza","University of Cape Town"
"fcucuec","University of Cuenca"
"fcucvcl","Pontifical Catholic University of Valparaiso"
"fcucvve","Central University of Venezuela"
"fcudabo","Aquino Bolivian University"
"fcudces","University of A Coruna"
"fcudges","University of Girona"
"fcudppe","University of Piura"
"fcuessv","University of El Salvador"
"fcufaam","French University in Armenia"
"fcufbbr","Federal University of Bahia"
"fculave","University of the Andes"
"fculles","University of La Laguna"
"fculppa","Latin University of Panama"
"fcumbdz","Mohamed Bougara University of Boumerdes"
"fcumggt","Mariano Galvez University"
"fcumnus","University of Minnesota"
"fcunamx","National Autonomous University of Mexico"
"fcuncar","National University of Catamarca"
"fcunees","National Distance Learning University"
"fcunjar","National University of Jujuy"
"fcunmpe","National Major University of San Marcos"
"fcunnar","national University of the North-East"
"fcunpdo","Pedro Henriquez Urena National University"
"fcuntar","National University of Tucuman"
"fcupces","Comillas Pontifical University"
"fcurlgt","Rafael Landivar University"
"fcurppe","Ricardo Palma University"
"fcuspro","Spiru Haret University"
"fcuszsz","University of Swaziland"
"fcvalco","University of Valle"
"fcvales","University of Valencia"
"fcviges","University of Vigo"
"fcvldes","University of Valladolid"
"fcvuwnz","Victoria University of Wellington"
"fcwagus","Government of Washington"
"fcwitza","University of the Witwatersrand"
"fczageg","Zagazig University"
"fczouzw","Zimbabwe Open University"
"fdalxeg","Alexandria University"
"fdangfr","University of Angers"
"fdbgvfj","Government of Fiji"
"fdblccn","Beijing Language and Culture University"
"fdbocus","Boston College"
"fdbrefr","University of Western Brittany"
"fdbrqfr","University of Western Brittany"
"fdcgvng","Government of Nigeria"
"fdclmes","University of Castilla La Mancha"
"fdcnlbr","Dom Cabral Foundation"
"fdcsuus","Cleveland State University"
"fdcufcn","Central University of Finance and Economics (CUFE)"
"fdgrefr","Alps University of Grenoble"
"fdigvus","Government of the United States"
"fdkubnl","Tilburg University"
"fdlimfr","University of Limoges"
"fdlseuk","London School of Economics (LSE)"
"fdmankg","Kyrgystan-Turkish Manas University"
"fdmbaug","Mbarara University of Science and Technology"
"fdmturu","Murmansk State Technical University"
"fdnyuus","New York University (NYU)"
"fdorlfr","University of Orleans"
"fdpacus","Pace University"
"fdpaufr","University of Pau and Pays de l'Adour"
"fdpctes","Polytechnic University of Cartagena"
"fdpsuus","Pennsylvania State University"
"fdpvtus","Virginia Polytechnic Institute and State University (Virginia Tech)"
"fdrauro","Romanian American University"
"fdrssea","Food Distribution Research Society - FDRS"
"fdrupkh","Royal University of Phnom Penh"
"fdseptn","University of Sousse"
"fdsmuus","Southern Methodist University"
"fdsttus","University of St. Thomas"
"fdtamus","Texas A&M University"
"fduagmq","University of the Antilles"
"fdubcca","University of British Columbia"
"fdumdus","University of Maryland"
"fdunire","University of Reunion"
"fdunlus","University of Nebraska"
"fdupaus","University of Pennsylvania"
"fdupsgh","University of Professional Studies Accra"
"fduspro","Spiru Haret University"
"fdvalfr","University of Valenciennes and Hainaut-Cambresis"
"fdyctng","Yaba College of Technology"
"fe7omly","Misurata University"
"feaaaea","Financial Education Association - FEA"
"feaabjo","Al al-Bayt University"
"feaabyu","AAB College"
"feabbdz","Abou Bekr Belkaid University of Tlemcen"
"feabsbr","FAE Business School"
"feacoar","University of Aconcagua"
"feaduye","Aden University"
"feadvid","Adventist University of Indonesia"
"feaemmx","Autonomous University of Mexico State"
"feagrbo","Gabriel Rene Moreno Autonomous University"
"feahujo","Hashemite University"
"feaicjp","Aichi University"
"feaicro","Al.I. Cuza University"
"feaigjp","Aichigakuin University"
"feairid","Airlangga University"
"feaixfr","Aix-Marseille University"
"feajujo","University of Jordan"
"feajyid","Atna Jaya University"
"feakstr","Aksaray University"
"fealaps","Al-Azhar University"
"fealgdz","University of Algiers"
"fealies","University of Alicante"
"fealpsy","University of Aleppo"
"fealqps","Al-Quds University"
"fealxeg","Alexandria University"
"fealzjo","Al-Zaytoonah University"
"feam3fr","Aix-Marseille University"
"feamepy","American University"
"feammjo","Al Ahliyya Amman University"
"feanamx","Mexico Anahuac University"
"feancit","Polytechnic University of Marche"
"feandco","University of the Andes"
"feandid","Andalas University"
"feanuau","Australian National University"
"feaquit","University of Aquila"
"feasero","Bucharest Academy of Economic Studies"
"feasijp","Asia University"
"feastie","Foundation for the Economics of Sustainability (FEASTA)"
"feasuru","Altai State University"
"feathro","Athenaeum University"
"featlco","University of the Atlantic"
"featmid","Atma Jaya Catholic University of Indonesia"
"featuir","Allameh Tabataba'i University"
"feaummy","University of Malaya"
"feaupbg","Agricultural University of Plovdiv"
"feayujo","Yarmouk University"
"febarit","University of Bari"
"febaubd","Bangladesh Agricultural University"
"febbadz","Mohamed El Bachir El Ibrahimi University"
"febdubd","Daffodil International University"
"febduet","Bahir Dar University"
"feberit","University of Bergamo"
"febiocl","Bio-Bio University"
"febjrid","Bhayangkara Jakarta Raya University"
"feblidz","Saad Dahlab University of Blida"
"feblulv","University of Latvia"
"febolit","University of Bologna"
"febraid","Brawijaya University"
"febreit","University of Brescia"
"febstby","Brest State Technical University"
"febsuby","Belarusian State University"
"febteby","Belarussian Trade and Economy University of Consumer Cooperatives"
"febuamx","Benemeta Autonomous University of Puebla"
"febukcd","Catholic University of Bukavu"
"febutee","University of Tartu"
"fecadsn","Cheikh Anta Diop University"
"fecadsv","Christian University fo the Assemblies of God"
"fecaefr","University of Caen Lower Normandy"
"fecagit","University of Cagliari"
"fecaieg","Cairo University"
"fecalfr","Catholic University of Lille"
"fecalit","University of Calabria"
"fecamcu","University of Camaguey"
"fecamuk","University of Cambridge"
"fecanes","University of Cantabria"
"fecapbr","Facultade de Economia e Comércio Álvares Penteado (FECAP)"
"fecarco","Autonomous University of the Caribbean"
"fecarmx","Autonomous University of Carmen"
"fecasit","University of Cassino"
"fecatit","University of Catania"
"fecatve","Catholic University of Tachira"
"fecbbve","University of Carobobo"
"fecdpar","University of the La Plata Basin"
"fecenar","National University of the Center of the Buenos Aires Province"
"fecenea","Forum for Economics and Environment"
"fecenid","Cenderawasih University"
"fecevco","Central University of the Valley"
"fecforu","Orenburg State University"
"fecfrru","Moscow State Forest University"
"fechiit","University of Chieti and Pescara"
"fechkjp","Chiba Keizai College"
"fechuth","Chulalongkorn University"
"fecituk","City University"
"fecjces","Camilo Jose Cela University"
"fecjsru","Yaroslavl State Technical University"
"feckaru","Kazan State Architectural and Construction Academy"
"fecktru","Kaliningrad State Technical University"
"feckuth","Kasetsart University"
"feclbus","Columbia University"
"feclvcu","Marta Abreu Central University"
"fecmpru","Penza Technological Institute"
"fecmuru","Ural State Technical University"
"fecmuth","Chiang Mai University"
"fecnnru","Nizniy Novgorod State University"
"fecoamx","Autonomous University of Coahulia"
"fecolmx","Colima University"
"fecraro","University of Craiova"
"fecrsru","Southern Federal University"
"fecsddo","Catholic University of Santo Domingo"
"fecsoru","Severoosetinsky State University"
"fecstru","Samara State Technical University"
"fecsuru","Ural State University"
"fectrit","University of Trieste"
"fectsru","Tula State University"
"fectuth","Thammasat University"
"fecucjp","Chiba University of Commerce"
"fecucpt","University of Coimbra"
"fecuhcu","University of La Habana"
"fecunco","University of Cundinamarca"
"fecuogt","Western University Center"
"fecuppa","University of Panama"
"fecutcy","Cyprus University of Technology"
"fecutir","University of Tehran"
"fecuvmx","Veracruzan University"
"fecvult","Vilnius University"
"fedamsy","Damascus University"
"fedanro","Danubius University"
"fedapid","Darma Persada University"
"fedatua","State Agrarian and Engineering University in Podilya"
"fedbuus","Boston University"
"fedeaes","Foundation for the Study of Applied Economics"
"fedesco","Foundation for Higher Education and Development"
"fedjedz","Ziane Achour University of Djelfa"
"fedluvn","Dalat University"
"fedntua","Donetsk National Technical University"
"fedputh","Dhurakij Pundit University"
"fedspua","Drohobych State Pedagogical University named after Ivan Franko"
"feecoec","Ecotec Technological University"
"feeddea","Foundation for European Economic Development - FEED"
"feeeeus","Foundation for Economic Education"
"feemmit","ENI Enrico Mattei Foundation"
"feemtru","Taganrog Institute of Technology"
"feepoal","Epoka University"
"feernbr","State University of Rio Grande do Norte"
"feeshbr","Government of Rio Grande do Sul"
"feespec","Higher Polytechnic School of the Coast"
"feeurnl","Erasmus University of Rotterdam"
"feeusru","European University at St. Petersburg"
"feextco","Externado University"
"fefaabr","Armando Alvares Penteado Foundation"
"fefccpk","Forman Christian College"
"fefirit","University of Florence"
"fefkyjp","Fukuyama University"
"fefogit","University of Foggia"
"fefouru","Orel State Technical University"
"fefpsco","Paula Santander Franciscan University"
"fefpuhr","Juraj Dobrila University of Pula"
"fefpujp","Fukui Prefectural University"
"fefraua","Ivan Franko National University"
"fefsthr","University of Split"
"feftulv","Riga Technical University"
"feftuvn","Foreign Trade University"
"fefuaaw","University of Aruba"
"fefuaco","University Foundation of America"
"fefueeg","Future University in Egypt"
"fefukjp","Fukushima University"
"fefumir","Ferdowsi University of Mashhad"
"fefzghr","University of Zagreb"
"fegakjp","Gakushuin University"
"fegalro","Dunarea de Jos University"
"fegarly","University of Benghazi"
"fegaztr","Haci Bayram Veli University"
"fegdapl","University of Gdansk"
"fegenit","University of Genoa"
"fegmave","Gran Mariscal de Ayacucho Private Northeastern University"
"fegrsby","Grodno State University"
"fegunid","Gunadarma University"
"fehamid","Prof. Dr. Hamka Muhammadiyah University"
"fehanjp","Hannan University"
"fehannl","Hogeschool van Arnhem en Nijmegen"
"fehasid","Hasanuddin University"
"fehayam","Yerevan University of Haybusak"
"fehdujp","Himeji Dokkyo University"
"fehgujp","Hokkai-Gakuen University"
"fehirjp","Hiroshima University"
"fehisjp","Hiroshima Shudo University"
"fehitjp","Hitotsubashi University"
"fehkrse","Kristianstad University"
"fehokjp","Hokkaido University"
"fehosjp","Hosei University"
"fehseru","National Research University Higher School of Economics"
"fehuejp","Hiroshima University of Economics"
"fehutnl","Trecht University of Applied Sciences"
"fehutvn","Hanoi University of Technology"
"fehyojp","Hyogo University"
"fehypro","Hyperion University"
"feiarpr","Inter-American University of Puerto Rico"
"feiasid","State Islamic Institute of Salatiga"
"feibaco","University of Ibague"
"feibsge","International Black Sea University"
"feibuba","International Burch University"
"feicape","San Luis Gonzaga National University"
"feieiru","Irkutsk State University"
"feiguse","University of Gothenburg"
"feigvpe","Garcilaso de la Vega Incan University"
"feiiumy","International Islamic University Malaysia (IIUM)"
"feiniid","Imam Bonjol State Islamic University"
"feinsit","University of Insubria"
"feipbid","Bogor Agricultural University"
"feiqtpe","National University of the Peruvian Amazon"
"feisaid","Sultan Agung Islamic University"
"feispru","Plekhanov Russian University of Economics"
"feissbn","Sultan Sharif Ali Islamic University"
"feitttm","International Turkmen Turkish University"
"feiukjp","International University of Kagoshima"
"feiuuse","University of Uppsala"
"feivjbr","Vianna Junior Institute"
"feiwuat","WU Vienna University of Economics and Business"
"fejamid","University of Jambi"
"fejayid","Jayabaya University"
"fejmdsv","Dr. Jose Matias Delgado University"
"fejpujo","Jerash Private University"
"fekabke","Kabarak University"
"fekaraf","Kardan University"
"fekartg","University of Kara"
"fekasde","university of kassel"
"fekaukz","Kazakh American University"
"fekausa","King Abdulaziz University"
"fekbtbk","Kazakh British Technical University"
"fekeajp","Keiai University"
"fekeijp","Keio University"
"fekgwjp","Kagawa University"
"fekhaua","Kharkiv National University"
"fekibua","Kyiv Institute of Business and Technologies"
"fekieua","Taras Shevchenko University of Kiev"
"fekincd","University of Kinshasa"
"fekiscd","University of Kisangani"
"fekiskp","Kim Il Sung University"
"fekitjp","University of Kitakyushu"
"fekiujp","Kyushu International University"
"fekkuth","Khon Kaen University"
"feklaid","Klabat University"
"feknlua","Kyiv National Linguistic University"
"feknsjp","Kansai University"
"feknzjp","Kanazawa University"
"fekobjp","Kobe University"
"fekokjp","Kokugakuin University"
"fekomjp","Komazawa University"
"fekonjp","Konan University"
"fekpiua","National Technical University "Kharkov Politechnical Institute""
"fekraru","Krasnoyarsk State University"
"fekriid","Krida Wacana Christian University"
"fekroua","KROK Economics and Law University"
"fekrsid","Krisnadwipayana University"
"feksaru","Kurgan State Agricultural Academy"
"feksujp","Kyushu Sangyo University"
"feksukz","Karaganda State Buketov University"
"feksuse","Stockholm University"
"fekswid","Satya Wacana Christian University"
"fekuajp","Kyoto University of Advanced Science"
"fekubbe","Catholic University of Brussels"
"fekubnl","Tilburg University"
"fekukbe","University of Leuven"
"fekulbe","University of Leuven"
"fekumjp","Kumamoto Gakuen University"
"fekygjp","Kyoto Gakuen University"
"fekykjp","Kyushu Kyoritsu University"
"fekyojp","Kyoto University"
"fekyujp","Kyushu University"
"felamec","University of the Americas"
"felampe","La Molina National Agricultural University"
"felasco","University of la Salle"
"feleaec","Eloy Alfaro Secular University"
"felgcco","University of the Great Colombia"
"felibco","Free University"
"felibus","Liberty University"
"fellulv","Latvian University of Agriculture"
"felumit","LUM Jean Monnet University"
"felunpt","Lusiada University North"
"felunse","Lund University"
"feluspt","Lusiada University of Lisbon"
"felvrec","Vicente Rocafuerte Secular University"
"femaanl","Maastricht University"
"femaifr","University of Maine"
"femakid","Muhammadiyah University of Makassar"
"femakug","Makerere University"
"females","University of Malaga"
"femanco","University of Manizales"
"femarcm","University of Maroua"
"femarco","Mariana University"
"femarus","Marshall University"
"femasdz","University of Mascara"
"femaycl","Major University"
"femaymx","University of Mayab"
"femcccu","Camilo Cienfuegos University of Matanzas"
"femdpar","National University of Mar del Plata"
"femeddz","Yahia Fares University of Medea"
"femeijp","Meijo University"
"femelau","University of Melbourne"
"femencz","Mendel University in Brno"
"femerid","Merdeka Malang University"
"femetfr","Paul Verlaine University of Metz"
"femetjp","Tokyo Metropolitan University"
"femetve","Metropolitan University"
"femeuet","Mettu University"
"femibit","University of Milan-Bicocca"
"femicmx","Michacan University of San Nicolas de Hidalgo"
"feminco","Minuto de Dios University Corporation"
"femkajp","Meikai University"
"femkuru","Kalmizky State University"
"femngco","New Granada Military University"
"femokea","Austrian Feminist Economists"
"femomjp","Momoyama Gakuin University"
"femorar","University of Moron"
"fempuru","Penza State University"
"femssbo","San Simon Major University"
"femssua","Sumy State University"
"femsuru","M. V. Lomonosov Moscow State University"
"femsuua","Mukachevo State University"
"femuaru","Ural State Woods Academy"
"femuhid","Muhammadiyah University of Makassar"
"femuiru","Moscow Witte University"
"femummt","University of Malta"
"femunna","University of Namibia"
"femuojp","Musashino University"
"femupza","University of Pretoria"
"femusjp","Musashi University"
"femutjo","Mu'tah University"
"fenabcl","Andres Bello National University"
"fenacpe","National University of Callao"
"fenajps","An-Najah National University"
"fenanjp","Nanzan University"
"fenarco","University of Narino"
"fenaspe","Santiago Antunez de Mayolo National University"
"fenavit","Parthenope University of Naples"
"fencoar","Comahue National University"
"fencppe","National University of the Center of Peru"
"fenerar","National University of Entre Rios"
"fenesid","Surabaya State University"
"fenewau","University of Newcastle"
"fenfvpe","Federico Villarreal National University"
"fengacm","University of Ngaoundere"
"fengcjp","Nagoya City University"
"fengsjp","Nagasaki University"
"fengujp","Nagoya Gakuin University"
"fenifjp","Nihon Fukushi University"
"feniijp","Niigata University"
"fenlzar","Lomas de Zamora National University"
"fennlea","Feminist Economics Network in the Netherlands - FENN"
"fenoaua","National University of Ostroh Academy"
"fensaar","National University of Salta"
"fensape","National University of San Agustin"
"fenslbo","Notre Dame University of La Paz"
"fensssv","New San Salvador University"
"fenuetp","National University of East Timor"
"fenulla","National University of Laos"
"fenusid","Nusantara Islamic University"
"fenutir","University of Tehran"
"fenuuuz","National University of Uzbekistan"
"feo6ueg","October 6 University"
"feobrcz","University of Defense"
"feocujp","Osaka City University"
"feoitjp","Oita University"
"feokajp","Okayama University"
"feoraro","University of Oradea"
"feoricu","Eastern University"
"feossjp","Osaka Sangyo University"
"feosujp","Osaka University"
"feosuru","Omsk State University"
"feotgjp","Otemon Gakuin University"
"feouadz","Ouargla University"
"feouccy","Open University of Cyprus"
"feoucjp","Osaka Gakuin University"
"feouejp","Osaka University of Economics"
"feouhnl","Open University of the Netherlands"
"feouljp","Osaka University of Economics and Law"
"feoviro","Ovidius University"
"fepacec","University of the Pacific"
"fepalit","University of Palermo"
"fepamco","University of Pamplona"
"fepansk","Pan-European University"
"fepansv","Pan-American University of El Salvador"
"fepapid","University of Papua"
"feparbj","University of Parakou"
"feparid","Parahyangan Catholic University"
"feparit","University of Parma"
"fepasid","Pasundan University"
"fepcecz","University of Pardubice"
"fepdaua","Poltava State Agrarian Academy"
"fepdtua","Podolsky State Agrarian Technical University"
"feperit","University of Perugia"
"fepessv","Politechnic University of El Salvador"
"fepetjo","University of Petra"
"fepeupe","Union Peruvian University"
"fephevn","Phenikaa University"
"fepioit","St. Pius V Free University"
"fepisit","University of Pisa"
"fepitro","University of Pitesti"
"fepiupe","National University of Piura"
"feplobg","University of Plovdiv"
"fepmnit","Amadeo Avogadro University of the Eastern Piedmont"
"fepnjid","Pembangunan National Veteran University"
"fepnyid","Pembangunan National Veteran University"
"fepouvn","Ho Chi Minh City Open University"
"feprgpe","Pedro Ruiz Gallo National University"
"fepriyu","University of Pristina"
"fepsebe","Foundation for European Progressive Studies (FEPS)"
"fepsimy","Sultan Idris University of Education"
"fepstua","Pryazovskyi State Technical University"
"fepsuby","Polotsk State University"
"fepsuru","Petrozavodsk State University"
"fepsuth","Prince of Songkla University"
"feptcco","Pedagogical and Technological University of Colombia"
"feptehu","University of Pecs"
"fepucec","Pontifical Catholic University of Ecuador"
"fepuppt","University of Porto"
"fequeht","Quisqueya University"
"feramth","Ramkhamhaeng University"
"feranaf","Rana University"
"ferauam","Russian-Armenian (Slavonic) State University"
"ferauro","Romanian American University"
"ferdifr","Fondation for Studies and Research on International Development"
"fergaes","Galician School of Health Administration"
"fergvus","Government of the United States"
"ferikjp","Rikkyo University"
"ferisjp","Rissho University"
"fero3it","University of Rome Tre"
"ferogro","Romanian-German University"
"ferosco","University of Rosario"
"ferosit","Sapienza University of Rome"
"ferotit","Tor Vergata University of Rome"
"feroufr","University of Rouen"
"ferrrea","Financial Economists Roundtable - FER"
"fersemx","South-East Regional University"
"ferubca","University of British Columbia"
"ferugbe","University of Ghent"
"ferugnl","Royal University of Groningen"
"feryujp","Ryukoku University"
"fesaape","San Antonio Abad National University of Cusco"
"fesabco","University of the Sabana"
"fesagjp","Saga University"
"fesagru","Samara Academy of State and Municipal Management"
"fesaijp","Saitama University"
"fesalar","University of the Savior"
"fesales","University of Salamanca"
"fesamid","Samudra Langsa University"
"fesanit","University of Sannio"
"fesanjp","Miyazaki Sangyo-keiei University"
"fesarid","University of Sarabaya"
"fesauid","Esa Unggul University"
"fesauin","South Asian University"
"fesautr","University of Sakarya"
"fesbmco","San Buenaventura University"
"fesbuir","Shahid Bahonar University of Kerman"
"feseijp","Seikei University"
"fesejjp","Seijo University"
"fesekec","SEK International University"
"fesetdz","Ferhat Abbas University of Setif"
"fesetjp","Setsunan University"
"fesfxbo","St. Francis Xavier Major Real and Pontifical University"
"fesgujp","Sapporo Gakuin University"
"feshijp","Shiga University"
"feshnjp","Shinshu University"
"fesieit","University of Siena"
"fesilid","Siliwangi University"
"fesilpe","San Ignacio de Loyola University"
"feskidz","20 August 55 University of Skikda"
"feslpmx","Autonomous University of San Luis Potosi"
"fesltar","Catholic University of Salta"
"fesmppe","San Martin de Porres University"
"fesoeid","Jenderal Soerdiman University"
"fesofbg","Sofia University St. Kliment Ohridski"
"fesokjp","Soka University"
"fesopjp","Sophia University"
"fespcec","Higher Polytechnic School of Chimborazo"
"fespuru","St. Petersburg State University"
"fesriid","Sriwijaya University"
"fesrjid","Sarjanawiyata University"
"fessuru","Stavropol State University"
"festaco","Saint Thomas University"
"festajp","St. Andrew's (Momoyama Gakuin) University"
"festkid","Stikubank University"
"fesukid","State University of Indonesia Sunan kalijaga Yogyakarta"
"fesuksd","University of Khartoum"
"fesunit","Luigi Vanvitelli University of Campania"
"fesunza","University of Stellenbosch"
"fesurid","University of Surabaya"
"fesurjp","Surugadai University"
"fesuwpl","University of Warsaw"
"feswubg","Neofit Rilski Southwestern University"
"feszamy","Universiti Sultan Zainal Abidin (UNISZA)"
"fetaaru","Timiryazev Agricultural Academy"
"fetabir","University of Tabriz"
"fetalcl","University of Talca"
"fetbvro","Transilvanian University"
"feteaes","Loyola University Andalusia"
"feteigr","Technological Educational Institute of Epirus"
"fetemcl","Metropolitan Technological University"
"feteqec","Technical State University of Quevedo"
"feterid","Terbuka University"
"fetezjp","Tezukayama University"
"fetgjro","Constantin Brancusi University"
"fetgujp","Tohoku Gakuin University"
"fetibru","Tatarsky Institute for the Promotion of Business"
"fetirid","Sultan Ageng Tirtasaya University"
"fetissy","University of Tishreen"
"fetnusk","Alexander Dubcek University of Trencine"
"fetohjp","Tohoku University"
"fetokjp","University of Tokyo"
"fetomid","Dr. Soetomo University"
"fetorit","University of Turin"
"fetoufr","Francois Rabelais University of Tours"
"fetphvn","Fulbright Economics Teaching Program"
"fetriid","Trisaki University"
"fetsaua","Dmytro Motornyi Tavria State Agrotechnological University"
"fetsuge","Tbilisi State University"
"fetsuru","Tyumen State University"
"fetsuth","Thaksin University"
"fettiro","Tibiscus University of Timisoara"
"fettuee","Tallinn University of Technology"
"fetumpe","National University of Tumbes"
"fetusit","University of Tuscia"
"fetutza","Tshwane University of Technology"
"fetyajp","Toyama University"
"fetyojp","Toyo University"
"feu17id","University of 17 August 1945 in Surabaya"
"feu7ntn","University of Carthago"
"feuabbo","Adventist University of Bolivia"
"feuabco","Autonomous University of Bucaramanga"
"feuabes","Autonomous University of Barcelona"
"feuabmx","Autonomous University of Lower California"
"feuacbj","University of Abomey-Calavi"
"feuacco","Autonomous University of Colombia"
"feuacpa","Autonomous University of Chiriqui"
"feuadid","Ahmad Dahlan University"
"feuaeae","United Arab Emirates University"
"feuaema","Abdelmalek Essaadi University"
"feuagec","Agricultural University of Ecuador"
"feuagsk","Slovak Agricultural University"
"feualco","Latin-American Autonomous University"
"feuales","University of Almeria"
"feualmx","Autonomous University of Nuevo Leon"
"feuames","Autonomous University of Madrid"
"feuanao","Agostinho Neto University"
"feuancl","University of the Andes"
"feuanmx","Autonomous University of Nayarit"
"feuapar","Adventist University of La Plata"
"feuasdo","Autonomous University of Santo Domingo"
"feuasjo","Applied Sciences University"
"feuasmd","State Agrarian University of Moldova"
"feuasro","Andrei Saguna University"
"feuavro","Aurel Vlaicu University of Arad"
"feuaymx","Autonomous University of Yucatan"
"feubaar","University of Buenos Aires"
"feubaes","University of Barcelona"
"feubbro","Babes-Bolyai University"
"feubedz","Abderrahmane Mira University of Bejaia"
"feubhid","Bung Hatta University"
"feubkyu","Alfa University"
"feubmdz","Badji Mokhtar University of Annaba"
"feububi","University of Burundi"
"feubzit","Free University of Bozen-Bolzano"
"feucaao","Catholic University of Angola"
"feucacu","University of Ciego de Avila"
"feucaes","San Antonio Catholic University"
"feucapy","Our Lady of Asuncion Catholic University"
"feucbbo","San Pablo Bolivian Catholic University"
"feuccco","Catholic University of Colombia"
"feuccni","University of Business Sciences"
"feucdro","Dimitrie Cantemir Christian University"
"feucecl","Central University"
"feuceco","Central University"
"feuceec","Central University of Ecuador"
"feucfcu","University of Cienfuegos"
"feuchar","Chanpagnat University"
"feuclar","Catholic University of La Plata"
"feuclcl","University of Chile"
"feucmes","Complutense University of Madrid"
"feucncl","Catholic University of the North"
"feucppt","Catholic Portuguese University"
"feucrcr","University of Costa Rica"
"feucsar","Catholic University of Santa Fe"
"feucsec","Catholic University of Santiago de Guayaquil"
"feucuuy","Catholic University of Uruguay"
"feucycy","University of Cyprus"
"feudaid","University of Udayana"
"feuddcl","Development University"
"feudecl","University of Concepcion"
"feudiit","University of Udine"
"feudjdj","University of Djibouti"
"feudldz","Djilali Liabes University"
"feudpcl","Diego Portales University"
"feudscm","University of Dschang"
"feueacd","Evangelical University in Africa"
"feuebro","Ecological University in Bucharest"
"feueeec","Holy Spirit Specialty University"
"feueesv","Evangelical University of El Salvador"
"feuehht","State University of Haiti"
"feuelal","Alksander Xhuvani University of Elbasan"
"feuemmz","Eduardo Mondlane University"
"feuemro","Eftimie Murgu University of Resita"
"feuepbr","Parana State University"
"feueppy","Evangelical University of Paraguay"
"feufcbr","Federal University of Ceara"
"feufgbr","Federal University of Goias"
"feufgsv","Francisco Gavidia University"
"feuftcl","Finis Terrae University"
"feuftve","Fermin Toro University"
"feugdmk","Goce Delchev University"
"feugres","University of Granada"
"feuh2ma","Hassan II University"
"feuhoid","Halu Oleo University"
"feuibes","University of the Balearic Islands"
"feuiiid","Islamic University of Indonesia"
"feuinid","University of Indonesia"
"feuisir","University of Isfahan"
"feuital","University of Tirana"
"feuizma","Ibn Zhor University"
"feukagn","Kofi Annan University"
"feukiid","Christian University of Indonesia"
"feukmmy","Kebangsaan University of Malaysia"
"feulbro","Lucian Blaga University of Sibiu"
"feulgbe","University of Liege"
"feulipe","University of Lima"
"feuljsi","University of Ljubljana"
"feullco","University of the Liberators"
"feulmid","Lambung Mangkurat University"
"feulppt","Lusofona University of Porto"
"feulucd","University of Lubumbashi"
"feum5ma","Mohammed V University"
"feumaid","Univeristy of Muslim Maros"
"feumapy","Metropolitan University of Asuncion"
"feumbid","Mercu Buana University"
"feumjid","Muhammadiyah University of Jakarta"
"feummdz","Mouloud Mammeri University of Tizi-Ouzou"
"feummid","Muhammadiyah University of Malang"
"feumnid","Makassar State University"
"feumomx","University of Montemorelos"
"feumpid","Muhammadiyah University of Palembang"
"feumsar","University of the Argentinian Social Museum"
"feumsbo","San Andres Major University"
"feumsmy","Malaysian University of Sarawak"
"feumtmy","Malaysian University of Terengganu"
"feumuid","Mulawarman University"
"feumyid","Muhammadiyah University of Yogyakarta"
"feunahn","National Autonomous University of Honduras"
"feunani","National Autonomous University of Nicaragua-Managua"
"feunapy","National University of Asuncion"
"feunbbr","University of Brasilia"
"feuncar","National University of Cordoba"
"feuncni","Redemptoris Mater Catholic University"
"feuneau","University of New England"
"feuneid","Semarang State University"
"feunepy","National University of the East"
"feunigt","University of the Isthmus"
"feunlar","National University of the Coast"
"feunlni","National Autonomous University of Nicaragua-Leon"
